Facial expression,Caption,Category,Resource,,,,,,,,,,,,,
Happy,There is always a reason to smile. Find it.,motivational,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,"When all else fails, smile.",motivational,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,Turn that frown upside down!,catchy,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,"Smile, happiness looks gorgeous on you.",sassy,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,Every smile makes you a day younger.,clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,Don’t forget to smile today.,simple,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,Never lose your smile.,simple,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,The best things in life are free! (The smile!),motivational,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,"Smile at the world, and it smiles back at you.",clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,"Life is short, so be adventurous and smile a lot.",simple,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,
Happy,Never forget that you don’t have to feel happy to wear a smile.,clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Happy !,,funny
Happy,"The teeth are smiling, but is the heart? African proverb",clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Neutral !,,simple
Happy,"Count your age by friends, not years. Count your life by smiles, not tears.",clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Sad !,,catchy
Happy,I love those random memories that make me smile.,simple,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Surprised !,,sassy
Happy,Gratitude is the secret to never-ending smiles.,sassy,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Fear !,,art
Happy,"Whatever comes in my way, I take it with a smile.",motivational,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Disgust,,lyrics
Happy,Smiling is the best way to improve your day!,simple,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,Anger !,,quote
Happy,"It’s not always easy to find a reason to smile, but you’re always worth it.",clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,clever
Happy,"Life is short. Break the rules. Forgive quickly. Kiss slowly. Love truly. 
Laugh uncontrollably and never regret anything that makes you smile.",clever,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,motivational
Happy,"Feel bad? Smile more. It’s counterintuitive, but it works. You can’t hold a 
smile for long without feeling better.",motivational,https://rawmalroams.com/smiling-captions-for-instagram-smile-quotes-for-instagram/,,,,,,,,,,,,,marketing 
